순번,관할관청,운행업체,노선번호,노선ID,기점,기점_STATION_ID,종점,종점_STATION_ID,주중배차간격,주말배차간격,상행첫차,상행막차,하행첫차,하행막차
2495, 이천시,이천시내버스,G2100,230000179,이천역,230001276,잠실광역환승센터,123000611,15분~30분,25분~40분,05:30,22:30,06:50,23:50
2496, 이천시,이천시내버스,220,230000180,이천역,230001276,부발역,230001150,,,06:40,21:55,07:30,22:35
2497, 이천시,이천시내버스,230,230000181,이천터미널,230001441,대흥2리,230000411,,,07:00,22:15,07:40,22:45
2498, 이천시,이천시내버스,240,230000182,이천역,230001276,신둔도예촌역,230001038,,,06:55,22:10,07:40,23:00
2499, 이천시,이천시내버스,250,230000183,이천역,230001276,신둔도예촌역,230001038,,,07:10,20:50,07:55,21:35
2500, 이천시,경기고속,21-31,234000435,이천역,230001276,경사2리,230001408,,,14:35,14:35,15:20,15:20
2501, 이천시,경기고속,21-3,234000436,이천역,230001276,경사2리,230001408,,,08:45,16:50,09:30,17:35
2502, 이천시,경기고속,23-81,234000438,매곡1리,230000454,경사2리,230001077,,,06:40,06:40,07:30,07:30
2503, 이천시,경기고속,20-54,234000441,태평터미널,237000810,금당리.설성면사무소,230001364,,,07:00,07:00,07:25,07:25
2504, 이천시,경기고속,28-1,234000448,이천터미널,230001441,장호원터미널,230000250,,,05:50,19:30,07:50,22:00
2505, 이천시,경기고속,28-2,234000449,이천역,230001276,터미널신둔홈,230000251,,,07:10,18:30,08:00,19:35
2506, 이천시,경기고속,28-3,234000451,이천역,230001276,대흥2리,230000411,,,08:05,19:00,09:05,20:05
2507, 이천시,경기고속,28-4,234000452,이천역,230001276,도리리,230001144,,,06:30,20:00,07:30,20:55
2508, 이천시,경기고속,28-41,234000453,이천역,230001276,대월농협,230000406,,,13:00,13:00,13:45,13:45
2509, 이천시,경기고속,28-51,234000454,이천역,230001276,장평1리,230000416,,,09:30,18:00,10:35,19:05
2510, 이천시,경기고속,28-6,234000455,이천역,230001276,송라리.마을회관,230000650,,,09:00,16:15,10:05,17:20
2511, 이천시,경기고속,28-7,234000456,이천역,230001276,죽당리,230000470,,,07:10,18:45,08:00,19:25
2512, 이천시,경기고속,20-3,234000457,이천역,230001276,죽당리,230000471,,,10:25,12:45,11:05,13:25
2513, 이천시,경기고속,28-8,234000458,이천역,230001276,용은리종점,237000891,,,08:10,18:10,09:15,19:10
2514, 이천시,경기고속,28-9,234000459,이천역,230001276,상활리,237000804,,,08:40,19:10,09:45,19:50
2515, 이천시,경기고속,28-56,234000460,금당리.설성면사무소,230001364,이천역,230001276,,,06:50,06:50,07:25,07:25
2516, 이천시,경기고속,20-4,234000461,제일농장,230000201,터미널신둔홈,230000251,,,07:10,07:10,08:10,08:10
2517, 이천시,경기고속,23-8,234000462,이천역,230001276,도립리,230001413,,,08:40,17:25,09:20,18:15
2518, 이천시,경기고속,23-9,234000463,이천역,230001276,백우리,230000570,,,06:50,18:55,07:30,19:40
2519, 이천시,경기고속,24-4,234000466,이천역,230001276,장동1리,230000291,,,08:20,19:40,08:55,20:30
2520, 이천시,경기고속,21-4,234000468,이천역,230001276,신둔도예촌역,230001038,,,09:50,20:30,10:50,21:30
2521, 이천시,경기고속,24-7,234000469,터미널신둔홈,230000251,한국관광대학,230000821,,,09:00,19:45,09:25,20:10
2522, 이천시,경기고속,24-7,234000469,터미널신둔홈,230000251,한국관광대학,230000821,,,,,,
2523, 이천시,경기고속,24-31,234000472,이천역,230001276,마장초등학교,230000122,,,11:55,15:15,13:00,16:20
2524, 이천시,경기고속,29-1,234000473,삼진아파트,230000396,이천터미널,230000003,,,08:10,16:30,08:45,18:15
2525, 이천시,경기고속,24-5,234000476,이천역,230001276,신둔도예촌역,230001038,,,06:55,20:25,06:40,21:10
2526, 이천시,경기고속,29-3,234000477,삼진아파트,230000396,어산리종점,230000477,,,12:10,12:10,13:05,13:05
2527, 이천시,경기고속,29-2,234000478,삼진아파트,230000396,신대리종점,230001174,,,07:10,14:10,08:00,14:55
2528, 이천시,경기고속,29-4,234000480,이천역,230001276,가좌사거리,230001373,,,07:35,09:00,07:55,09:25
2529, 이천시,대원고속,25,234000523,장호원초등학교,230000056,이천터미널,230001441,,,06:00,21:00,07:00,22:00
2530, 이천시,대원고속,25-2,234000525,터미널신둔홈,230000251,대죽3리마을회관,230001044,,,08:35,15:20,09:35,16:15
2531, 이천시,대원고속,25-31,234000527,골프장앞,230000736,산내리종점,230001366,,,07:20,07:20,07:55,07:55
2532, 이천시,대원고속,25-3,234000528,터미널신둔홈,230000251,진가리,230000582,,,13:20,17:20,00:00,00:00
2533, 이천시,대원고속,26-1,234000535,터미널신둔홈,230000251,죽산터미널,231000841,,,07:40,19:00,08:50,20:10
2534, 이천시,경기고속,28-5,234000751,이천역,230001276,송라리.마을회관,230000650,,,17:25,19:30,18:20,20:30
2535, 이천시,경기고속,20-2,234000753,이천역,230001276,신원4리종점,230001164,,,15:45,15:45,16:25,16:25
2536, 이천시,경기고속,22-12,234000754,이천터미널,230001441,매곡1리,230000454,,,09:20,09:20,10:00,10:00
2537, 이천시,경기고속,22-1,234000755,이천터미널,230001441,매곡1리입구,230000452,,,08:20,19:50,08:50,20:30
2538, 이천시,경기고속,22-3,234000756,이천터미널,230001441,송갈리종점,230000809,,,09:00,20:30,06:40,21:00
2539, 이천시,경기고속,22-4,234000757,이천터미널,230001441,작촌리종점,230001188,,,07:10,18:40,08:00,19:40
2540, 이천시,경기고속,23,234000759,이천역,230001276,장흥리종점,237001275,,,06:50,20:25,06:55,21:20
2541, 이천시,경기고속,23-1,234000762,이천역,230001276,내촌리종점,230000365,,,08:20,18:35,07:50,19:30
2542, 이천시,경기고속,23-2,234000763,이천역,230001276,소유리종점,237000725,,,09:05,19:50,10:20,21:00
2543, 이천시,대원고속,23-31,234000764,이천역,230001276,도곡리종점,237000904,,,07:20,07:20,08:20,08:20
2544, 이천시,경기고속,23-13,234000765,이천역,230001276,현방리,230000268,,,21:10,21:10,00:00,00:00
2545, 이천시,대원고속,23-3,234000766,이천역,230001276,도곡리종점,237000904,,,11:05,19:05,12:20,20:15
2546, 이천시,경기고속,23-4,234000768,이천역,230001276,흥천.효지1리,237000399,,,08:05,18:45,08:50,19:35
2547, 이천시,경기고속,23-5,234000769,이천역,230001276,증송골,237000729,,,08:55,20:05,09:40,21:05
2548, 이천시,경기고속,23-71,234000770,이천역,230001276,내사리,237000683,,,11:05,14:20,11:55,15:00
2549, 이천시,경기고속,23-7,234000771,이천역,230001276,내사리,237000683,,,16:50,16:50,17:45,17:45
2550, 이천시,경기고속,22-2,234000777,이천터미널,230001441,동산1리,230000459,,,10:00,21:00,10:45,21:30
2551, 이천시,경기고속,23-6,234000900,이천역,230001276,흥천.효지1리,237000399,,,10:15,13:25,11:05,14:15
2552, 이천시,이천시내버스,22-8,234001062,이천터미널,230001441,스태치팩코리아,230001361,,,17:00,17:00,17:40,17:40
2553, 이천시,경기고속,21-8,234001063,이천역,230001276,도암3리마을회관,230001303,,,09:30,18:45,10:10,19:20
2554, 이천시,경기고속,23-92,234001074,백우리,230001383,이천역,230001276,,,06:45,06:45,00:00,00:00
2555, 이천시,경기고속,22-13,234001075,이천터미널,230001441,양지병원,230001558,,,14:00,15:40,14:45,16:25
2556, 이천시,경기고속,28-50,234001077,송라리입구,230000476,이천역,230001276,,,08:10,08:10,00:00,00:00
2557, 이천시,경기고속,28-71,234001078,산촌리마을회관,230000961,이천역,230001276,,,10:00,10:00,00:00,00:00
2558, 이천시,경기고속,22-11,234001079,이천터미널,230001441,양지병원,230001557,,,11:30,21:30,12:25,22:10
2559, 이천시,경기고속,22-21,234001081,이천터미널,230001441,동산1리,230000459,,,12:10,12:10,12:55,12:55
2560, 이천시,경기고속,22-24,234001082,주박리,230001186,터미널신둔홈,230000251,,,07:25,07:25,00:00,00:00
2561, 이천시,경기고속,22-30,234001083,이천터미널,230001441,송갈리종점,230000809,,,07:10,07:10,07:50,07:50
2562, 이천시,대원고속,23-93,234001084,이천역,230001276,현방리,230000269,,,07:25,07:25,08:15,08:15
2563, 이천시,대원고속,23-70,234001088,내사리,237000683,이천역,230001276,,,06:50,06:50,00:00,00:00
2564, 이천시,대원고속,23-90,234001089,이천역,230001276,백우리,230000570,,,20:45,20:45,00:00,00:00
2565, 이천시,경기고속,24-43,234001091,이천역,230001276,장동1리,230000291,,,18:00,18:00,18:50,18:50
2566, 이천시,경기고속,24-44,234001092,이천역,230001276,장동1리,230000291,,,09:20,13:20,10:10,14:10
2567, 이천시,경기고속,24-45,234001093,이천역,230001276,장동1리,230000291,,,07:10,21:10,08:00,21:40
2568, 이천시,경기고속,25-20,234001099,이천호국원앞,230001331,이천역,230001276,,,07:00,07:00,00:00,00:00
2569, 이천시,경기고속,25-20,234001099,이천호국원앞,230001331,이천역,230001276,,,07:25,07:25,00:00,00:00
2570, 이천시,경기고속,23-50,234001100,흥천.효지1리,237000399,이천역,230001276,,,07:00,07:00,00:00,00:00
2571, 이천시,대원고속,29-70,234001110,장호원터미널,230000101,선읍2리,230001009,,,07:40,07:40,07:50,07:50
2572, 이천시,경기고속,29-40,234001116,이천역,230001276,가좌사거리,230001372,,,11:45,18:35,12:15,18:55
2573, 이천시,경기고속,23-94,234001128,이천역,230001276,현방리,230000269,,,09:35,17:35,10:25,18:25
2574, 이천시,경기고속,21-30,234001133,이천역,230001276,경사2리,230001408,,,20:05,20:05,20:40,20:40
2575, 이천시,경기고속,24-46,234001168,장동1리,230000291,이천역,230001276,,,06:50,06:50,00:00,00:00
2576, 이천시,경기고속,28-30,234001174,이천역,230001276,대흥2리,230000411,,,21:00,21:00,00:00,00:00
2577, 이천시,경기고속,28-31,234001178,대흥1리,230000409,이천역,230001276,,,06:55,06:55,00:00,00:00
2578, 이천시,경기고속,28-40,234001179,도리리,230001380,이천역,230001276,,,06:30,06:30,00:00,00:00
2579, 이천시,경기고속,28-42,234001180,이천역,230001276,대월농협,230000406,,,21:30,21:30,00:00,00:00
2580, 이천시,경기고속,28-53,234001182,이천역,230001276,금당리.설성면사무소,230001365,,,06:50,06:50,08:05,08:05
2581, 이천시,경기고속,28-90,234001185,이천역,230001276,상활리,237000804,,,20:40,20:40,00:00,00:00
2582, 이천시,경기고속,28-91,234001186,상활리,237000804,이천역,230001276,,,06:50,06:50,00:00,00:00
2583, 이천시,경기고속,29-12,234001187,현대7차아파트,230000609,이천터미널,230000003,,,08:00,19:00,08:45,19:45
2584, 이천시,경기고속,29-12,234001187,현대7차아파트,230000609,이천터미널,230000003,,,19:15,19:15,19:45,19:45
2585, 이천시,경기고속,29-22,234001188,신대리종점,230001174,삼진아파트,230000396,,,06:25,06:25,00:00,00:00
2586, 이천시,경기고속,29-31,234001194,현대5.6차아파트,230000611,어산리종점,230000477,,,17:20,17:20,18:20,18:20
2587, 이천시,경기고속,20-11,234001196,이천역,230001276,대관리,230000378,,,20:30,20:30,00:00,00:00
2588, 이천시,경기고속,20-12,234001197,대관리,230000378,터미널신둔홈,230000251,,,07:30,07:30,07:40,07:40
2589, 이천시,경기고속,20-21,234001200,이천역,230001276,신원4리종점,230001164,,,09:15,19:40,09:55,20:20
2590, 이천시,경기고속,29-95,234001201,이천역,230001276,효양아파트,230001418,,,07:40,15:25,06:50,16:00
2591, 이천시,경기고속,21-14,234001202,모전리현대아파트,230000015,양정여고,230001259,,,07:20,07:20,07:55,07:55
2592, 이천시,경기고속,20-33,234001206,죽당리,230000470,이천역,230001276,,,06:30,06:30,00:00,00:00
2593, 이천시,경기고속,23-12,234001209,이천역,230001276,이포농협,237000739,,,07:15,21:25,08:10,22:05
2594, 이천시,대원고속,23-41,234001211,이천역,230001276,효지1리,237000398,,,20:55,20:55,00:00,00:00
2595, 이천시,대원고속,25-11,234001213,터미널신둔홈,230000251,장호원신협,230000104,,,21:00,21:00,00:00,00:00
2596, 이천시,대원고속,26-11,234001218,골프장앞,230000736,터미널신둔홈,230000251,,,07:10,07:10,00:00,00:00
2597, 이천시,대원고속,28-17,234001219,이천터미널,230001441,장호원터미널,230000250,,,22:00,22:00,00:00,00:00
2598, 이천시,이천시내버스,20-6,234001220,현진에버빌,237000967,금당리.설성면사무소,230001365,,,06:45,20:00,07:15,20:30
2599, 이천시,경기고속,28-72,234001223,이천역,230001276,죽당리,230000470,,,19:45,20:50,00:00,00:00
2600, 이천시,대원고속,23-80,234001224,도립리,230001413,이천역,230001276,,,06:30,06:30,00:00,00:00
2601, 이천시,경기고속,22-22,234001284,주박리,230001186,터미널신둔홈,230000251,,,06:25,06:25,00:00,00:00
2602, 이천시,경기고속,21-32,234001287,경사1리,230000279,증포주민센터,230000518,,,06:45,06:45,00:00,00:00
2603, 이천시,경기고속,23-82,234001288,이천역,230001276,산수유마을,230000562,,,19:25,19:25,20:15,20:15
2604, 이천시,경기고속,21-9,234001456,이천역,230001276,서희테마파크,230001244,,,08:20,17:50,08:00,18:40
2605, 이천시,경기고속,22-25,234001462,이천터미널,230001441,안평1리,230000866,,,18:05,18:05,18:25,18:25
2606, 이천시,경기고속,22-7,234001463,이천터미널,230001441,가마골종점,230001110,,,09:25,13:30,10:25,14:20
2607, 이천시,경기고속,22-81,234001464,이천터미널,230001441,오천리,230000124,,,10:20,14:30,11:20,15:30
2608, 이천시,경기고속,25-21,234001468,이천역,230001276,대죽3리마을회관,230001044,,,09:50,13:40,10:50,14:50
2609, 이천시,경기고속,26-12,234001469,이천역,230001276,신갈리,230000715,,,21:10,21:10,00:00,00:00
2610, 이천시,경기고속,28-43,234001470,이천역,230001276,대흥리,230000410,,,11:40,15:20,12:25,16:10
2611, 이천시,경기고속,28-92,234001471,이천역,230001276,용은리종점,237000891,,,10:35,14:10,11:25,15:05
2612, 이천시,경기고속,20-41,234001472,이천역,230001276,두무제,230000234,,,18:40,18:40,19:20,19:20
2613, 이천시,경기고속,28-83,234001475,이천역,230001276,부발,230000172,,,11:40,15:10,12:30,16:05
2614, 이천시,대원고속,22-9,234001478,이천터미널,230001441,패션물류단지,230001498,,,07:20,20:10,07:55,20:50
2615, 이천시,경기고속,21-33,234001517,도봉1리,230000600,터미널신둔홈,230000251,,,07:30,07:30,00:00,00:00
2616, 이천시,이천시내버스,20-53,234001528,태평터미널,237000813,금당리.설성면사무소,230001365,,,17:35,17:35,18:10,18:10
2617, 이천시,경기고속,21-91,234001529,이천터미널,230001441,효양중고,230001156,,,08:10,08:10,08:30,08:30
2618, 이천시,경기고속,22-14,234001532,동양미래대연수원입구,230001377,터미널신둔홈,230000251,,,07:10,07:10,00:00,00:00
2619, 이천시,경기고속,29-11,234001533,증일동,230000642,삼진아파트,230000396,,,07:20,07:20,07:30,07:30
2620, 이천시,경기고속,28-55,234001537,장평1리,230000416,이천역,230001276,,,07:05,07:05,00:00,00:00
2621, 이천시,경기고속,28-54,234001538,이천역,230001276,장평1리,230000417,,,20:15,20:15,00:00,00:00
2622, 이천시,이천시내버스,24-47,234001559,이천역,230001276,지석리입구.반석아르미아파트,230000318,,,21:20,21:20,00:00,00:00
2623, 이천시,대원고속,26-10,234001561,터미널신둔홈,230000251,골프장앞,230000736,,,20:30,20:30,21:25,21:25
2624, 이천시,경기고속,21-18,234001566,이천터미널,230000150,다산고등학교,230000147,,,08:00,08:00,08:20,08:20
2625, 이천시,경기고속,21-19,234001567,다산고등학교,230000156,터미널신둔홈,230000251,,,17:10,17:10,17:20,17:20
2626, 이천시,경기고속,26-13,234001580,골프장앞,230000736,터미널신둔홈,230000251,,,07:40,07:40,00:00,00:00
2627, 이천시,경기고속,26-13,234001580,골프장앞,230000736,터미널신둔홈,230000251,,,,,,
2628, 이천시,경기고속,24,234001581,이천역,230001276,신둔도예촌역,230001038,,,07:00,21:00,06:45,22:00
2629, 이천시,경기고속,29-13,234001585,현대7차아파트,230000609,이천역,230001276,,,20:30,20:30,00:00,00:00
2630, 이천시,경기고속,29-21,234001586,현대5.6차아파트,230000611,신대리종점,230001174,,,19:20,19:20,20:10,20:10
2631, 이천시,경기고속,29-23,234001604,이천터미널,230000150,신대리종점,230001174,,,18:30,18:30,19:00,19:00
2632, 이천시,경기고속,23-32,234001606,이천역,230001276,주록리종점,237000895,,,08:20,16:25,09:20,17:40
2633, 이천시,대원고속,28-10,234001607,장호원터미널,230001448,태평터미널,237000813,,,06:50,20:40,07:45,21:15
2634, 이천시,경기고속,5,234001610,신일아파트앞,230000585,신둔도예촌역,230001038,,,05:00,23:30,05:25,23:55
2635, 이천시,경기고속,6,234001611,이천역,230001276,이천역,230001276,,,04:40,00:00,00:00,00:00
2636, 이천시,경기고속,7,234001612,부대앞,230000173,부대앞,230000173,,,04:55,23:30,00:00,00:00
2637, 이천시,경기고속,28-20,234001613,이천역,230001276,양평리,230001339,,,20:30,20:30,00:00,00:00
2638, 이천시,경기고속,24-33,234001614,이천역,230001276,도예고등학교,230000822,,,15:20,15:20,15:50,15:50
2639, 이천시,경기고속,20-42,234001615,제일농장,230000201,효양중고,230001156,,,07:30,07:30,00:00,00:00
2640, 파주시,명성운수,3400,218000117,가람마을5단지,229002348,공덕역1번출구,113000089,14분~16분,22분,05:00,22:30,06:00,23:40
2641, 파주시,명성운수,3400,218000117,가람마을5단지,229002348,공덕역1번출구,113000089,14분~16분,22분,05:00,23:30,06:00,00:40
2642, 파주시,신일여객,11,229000001,갈곡리종점,229001019,문산타워.구문산터미널,229001027,25분~30분,25분~30분,05:25,23:05,05:50,23:35
2643, 파주시,신일여객,11-1,229000002,문산타워.구문산터미널,229001027,두포삼거리,229000124,70분~270분,70분~270분,06:20,21:30,07:00,21:55
2644, 파주시,신일여객,12,229000003,갈곡리종점,229001019,문산타워.구문산터미널,229001027,25분~30분,30분~35분,05:25,23:05,05:50,23:35
2645, 파주시,신일여객,30,229000010,적성차고지,229001443,양광교회,111000165,20분~30분,40분~50분,05:15,22:30,06:55,00:10
2646, 파주시,신일여객,17,229000013,서영대학교,229001273,불광역3.6호선(중),111000931,30분~85분,30분~85분,05:20,22:50,06:30,00:00
2647, 파주시,신일여객,11-2,229000015,갈곡리종점,229001019,새꽃마을1단지,229000578,,,06:05,06:05,07:25,07:25
2648, 파주시,신성교통,80,229000020,신성교하차고지,229001662,안산공원(중),219000385,15분~25분,20분~35분,05:00,22:45,05:45,23:30
2649, 파주시,신성교통,900,229000022,통일동산전망대,229000761,현대백화점,219000625,17분~30분,25분~35분,05:00,22:10,06:00,23:00
2650, 파주시,신일여객,9710,229000023,문산읍행정복지센터,229001199,숭례문,101000022,20분~25분,25분~30분,05:00,00:00,06:10,01:10
2651, 파주시,신성교통,3,229000025,금촌차고지(기점),229001247,신원아파트앞,219000401,100분~110분,100분~110분,06:30,22:00,07:20,22:50
2652, 파주시,신일여객,31,229000027,광탄삼거리,229000456,불광역3.6호선(중),111000931,30분~45분,30분~45분,05:20,22:30,05:50,22:40
2653, 파주시,신성교통,200,229000028,신성교하차고지,229001662,홍대입구,113000494,15분~23분,20분~30분,05:00,23:00,06:10,00:20
2654, 파주시,신일여객,93,229000033,문산읍행정복지센터,229001199,대성동,229001156,,,05:50,05:50,06:30,06:30
2655, 파주시,신일여객,93,229000033,문산읍행정복지센터,229001199,대성동,229001156,,,05:50,08:10,06:30,08:50
2656, 파주시,신성교통,70,229000034,신성교하차고지,229001662,고봉초교.중산고교,219000336,18분~25분,20분~30분,05:00,22:30,05:50,23:30
2657, 파주시,신성교통,90,229000038,장터고개.맥금동영업소,229000746,백석역6번출구,219000015,15분~25분,20분~30분,05:00,22:20,06:00,23:20
2658, 파주시,신성교통,567,229000039,금촌차고지(기점),229001247,신촌기차역,112000436,15분~25분,18분~30분,05:00,21:20,06:30,22:50
2659, 파주시,신성교통,150,229000041,장터고개.맥금동영업소,229000746,김포공항국내선(10번홈),115000602,14분~22분,18분~30분,05:00,22:00,06:10,23:10
2660, 파주시,신일여객,92,229000042,적성차고지,229001443,강선마을(중),219000190,30분~35분,35분~40분,04:45,22:40,06:35,00:40
2661, 파주시,신성교통,9,229000043,금촌차고지(기점),229001247,양지마을입구,229001361,40분~60분,40분~60분,06:00,22:00,06:30,22:30
2662, 파주시,신성교통,2200,229000061,장터고개.맥금동영업소,229001269,홍대입구,113000494,8분~15분,15분~20분,05:00,23:00,06:15,00:00
2663, 파주시,신성교통,38,229000062,금촌차고지(기점),229001247,의정부시외버스터미널.신도브래뉴아파트,207000354,210분~330분,210분~330분,05:00,21:30,06:20,22:50
2664, 파주시,신일여객,22,229000064,문산역,229000290,선유중학교,229001576,35분~140분,35분~140분,11:30,17:05,11:45,17:20
2665, 파주시,신성교통,600,229000067,대등앞,229001478,강선마을(중),219000192,12분~18분,20분~22분,04:30,22:00,05:40,23:20
2666, 파주시,신성교통,G7111,229000072,신성교하차고지,229001662,숭례문,101000022,16분~120분,,06:56,21:52,08:20,23:00
2667, 파주시,신성교통,G7111,229000072,신성교하차고지,229001662,숭례문,101000022,16분~120분,,,,,
2668, 파주시,신일여객,22-1,229000076,문산역,229000290,삼박골,229001213,70분~80분,70분~80분,06:20,19:20,06:55,19:55
2669, 파주시,신성교통,9030-1,229000083,신성교하차고지,229001662,영등포소방서.타임스퀘어,118000511,45분~75분,,06:30,18:30,07:50,19:50
2670, 파주시,신성교통,9030-1,229000083,신성교하차고지,229001662,영등포소방서.타임스퀘어,118000511,45분~75분,,,,,
2671, 파주시,신일여객,37,229000084,신산3리,229000442,기산리,229001459,120분~130분,120분~130분,06:00,22:30,06:15,22:45
2672, 파주시,신일여객,11-1-1,229000085,문산타워.구문산터미널,229001027,파평행정복지센터,229000121,110분,110분,07:35,16:30,08:15,17:05
2673, 파주시,신성교통,56,229000087,신성교하차고지,229001662,김포공항국내선(10번홈),115000602,20분~28분,20분~30분,05:00,22:30,06:15,22:30
2674, 파주시,신성교통,52,229000088,산내마을6.8단지,229001394,관산동.벽제시장,218000030,100분~120분,100분~120분,05:20,22:00,05:55,22:40
2675, 파주시,신성교통,9030,229000097,신성교하차고지,229001662,영등포소방서.타임스퀘어,118000511,10분~15분,15분~25분,05:00,23:00,06:15,00:10
2676, 파주시,신일여객,10,229000101,갈곡리종점,229001019,한수초등학교,219000627,30분~45분,35분~50분,04:45,22:10,06:20,23:20
2677, 파주시,신성교통,M7111,229000102,교하차고지(경유),277101967,숭례문,101000022,10분~20분,18분~30분,05:30,23:50,06:30,01:00
2678, 파주시,신일여객,95,229000108,문산읍행정복지센터,229001199,진군회관,238000354,90분~120분,90분~120분,06:00,21:20,07:00,22:20
2679, 파주시,파주선진,G7426,229000111,가람마을3.4.6단지,229001582,양재역.양재1동민원분소,121000194,15분~30분,40분,05:00,23:20,06:00,00:30
2680, 파주시,파주선진,G7625,229000112,가람마을3.4.6단지,229001582,여의도역,118000071,20분~30분,60분,05:00,23:30,06:00,00:30
2681, 파주시,신성여객,77-1,229000116,금촌차고지(기점),229001247,송촌리종점,229001713,180분~210분,180분~210분,07:20,21:30,08:25,22:35
2682, 파주시,신성여객,77-2,229000117,금촌차고지(기점),229001247,송촌리종점,229001713,140분~150분,,05:20,20:30,06:00,21:30
2683, 파주시,신성여객,77-2,229000117,금촌차고지(기점),229001247,송촌리종점,229001713,140분~150분,,,,,
2684, 파주시,신성여객,77-3,229000118,은석교사거리,229000801,통일동산전망대,229000762,,70분~90분,00:00,00:00,,
2685, 파주시,신성여객,77-3,229000118,은석교사거리,229000801,통일동산전망대,229000762,,70분~90분,08:00,22:00,,
2686, 파주시,신일여객,15,229000121,비암2리,235000532,광탄시장,229000440,45분~80분,45분~80분,06:00,22:00,06:20,22:20
2687, 파주시,신일여객,93-3,229000127,문산읍행정복지센터,229001199,멸공관,229001161,,,10:40,22:00,11:20,23:00
2688, 파주시,신일여객,93-4,229000128,문산읍행정복지센터,229001199,멸공관,229001161,,,12:10,12:10,13:20,13:20
2689, 파주시,신일여객,93-5,229000129,문산읍행정복지센터,229001199,멸공관,229001161,,,08:30,16:20,09:20,17:30
2690, 파주시,신일여객,93-6,229000130,문산읍행정복지센터,229001199,JS아파트,229001155,,,17:00,17:00,18:10,18:10
2691, 파주시,신일여객,93-7,229000131,문산읍행정복지센터,229001199,멸공관,229001161,,,18:10,18:10,19:25,19:25
2692, 파주시,신일여객,37-1,229000132,신산3리,229000442,안고령1교앞,235001142,310분,310분,09:40,14:50,10:00,15:10
2693, 파주시,신일여객,37-2,229000133,신산3리,229000442,보광사,229000377,300분,300분,08:35,13:35,09:00,14:00
2694, 파주시,신일여객,93-8,229000134,문산읍행정복지센터,229001199,서영대학교,229001273,20분,,00:00,00:00,00:00,00:00
2695, 파주시,신일여객,93-8,229000134,문산읍행정복지센터,229001199,서영대학교,229001273,20분,,10:00,15:40,10:20,16:00
2696, 파주시,신일여객,93-9,229000135,문산읍행정복지센터,229001199,임진각,229001821,,,10:00,15:30,10:35,16:10
2697, 파주시,신일여객,93-9,229000135,문산읍행정복지센터,229001199,임진각,229001821,,,,,,
2698, 파주시,신성여객,20-1,229000136,신성교하차고지,229001662,대화역,219000193,130분,130분,05:00,22:20,06:00,23:00
2699, 파주시,신일여객,93-1,229000137,문산읍행정복지센터,229001199,멸공관,229001161,,,07:40,07:40,08:20,08:20
2700, 파주시,신성여객,20,229000138,신성교하차고지,229001662,하늘마을2.6단지,219000590,50분~60분,50분~60분,05:00,22:30,05:50,23:20
2701, 파주시,신일여객,93-10,229000139,문산읍행정복지센터,229001199,해마루촌,229001154,,,17:30,17:30,18:40,18:40
2702, 파주시,신일여객,93-2,229000140,문산읍행정복지센터,229001199,멸공관,229001161,40분,40분,06:50,19:20,07:30,20:00
2703, 파주시,신일여객,92-1,229000143,적성차고지,229001443,강선마을(중),219000190,,,07:50,07:50,09:40,09:40
2704, 파주시,신성교통,7700,229000235,신성교하차고지,229001662,감악산출렁다리입구,229001092,,60분~120분,07:00,17:00,08:20,18:20
2705, 파주시,신성교통,7700,229000235,신성교하차고지,229001662,감악산출렁다리입구,229001092,,60분~120분,,,,
2706, 파주시,신일여객,23,229000236,선유중학교,229001576,한양수자인리버팰리스,229001608,35분~90분,,06:45,19:00,07:00,19:15
2707, 파주시,신일여객,23,229000236,선유중학교,229001576,한양수자인리버팰리스,229001608,35분~90분,,,,,
2708, 파주시,신성교통,7500,229000237,교하차고지,229001697,마장호수출렁다리,229001322,,60분,07:00,18:00,08:15,19:15
2709, 파주시,신성교통,7500,229000237,교하차고지,229001697,마장호수출렁다리,229001322,,60분,,,,
2710, 파주시,신일여객,7701,229000238,금촌고속버스정류소,229002832,감악산출렁다리입구,229001092,,240분,10:00,18:00,12:25,20:25
2711, 파주시,신일여객,7701,229000238,금촌고속버스정류소,229002832,감악산출렁다리입구,229001092,,240분,,,,
2712, 파주시,신일여객,93-12,229000240,문산읍행정복지센터,229001199,돈유1로,229002770,,,07:30,17:50,08:10,18:30
2713, 파주시,신일여객,93-12,229000240,문산읍행정복지센터,229001199,돈유1로,229002770,,,,,,
2714, 파주시,신일여객,93-11,229000242,문산읍행정복지센터,229001199,선유4리,229002715,,,10:10,18:30,10:45,19:05
2715, 파주시,신일여객,93-11,229000242,문산읍행정복지센터,229001199,선유4리,229002715,,,,,,
2716, 파주시,신일여객,313,229000243,신산3리,229000442,원흥역2번출구,218000695,45분~50분,45분~50분,06:30,22:10,07:40,23:20
2717, 파주시,신일여객,313-1,229000244,신산3리,229000442,원흥역2번출구,218000695,40분,45분,07:15,17:40,08:25,18:50
2718, 파주시,신성교통,7300,229000246,홍대입구,113000494,임진각,229001821,,60분~90분,09:00,14:30,11:00,17:00
2719, 파주시,신성교통,7300,229000246,홍대입구,113000494,임진각,229001821,,60분~90분,,,,
2720, 파주시,신일여객,9710-1,229000247,문산읍행정복지센터,229001199,숭례문,101000022,280분,,06:35,21:10,08:35,23:10
